Date,RegionName,Price_1bedroom,Price_2bedroom,Price_3bedroom,Price_4bedroom,Price_5BedroomOrMore,Price_SingleFamilyResidence
30/06/07,Maryland,211600,239900,299400,439700,604600,335300
30/06/07,Massachusetts,222500,270200,328900,456000,613200,346200
30/06/07,Michigan,98600,114900,148600,245600,255100,132200
30/06/07,Minnesota,141900,178800,215400,269200,347200,208600
30/06/07,Mississippi,,,101500,175400,180800,96100
30/06/07,Missouri,94500,115600,160200,264500,335200,153600
30/06/07,Montana,108100,133700,178800,195800,227300,170400
30/06/07,Nebraska,83500,94500,130100,188200,162900,125100
30/06/07,Nevada,,218700,277900,356900,492700,308700
30/06/07,NewHampshire,139100,201600,262400,337700,381200,260800
30/06/07,NewJersey,244300,275200,333300,454900,598300,366400
30/06/07,NewMexico,,138400,176800,246500,325900,193600
30/06/07,NewYork,172600,129600,151400,,417200,
30/06/07,NorthCarolina,110500,100200,147300,261300,332900,149800
30/06/07,NorthDakota,,113100,,171300,,134300
30/06/07,Ohio,70600,88700,124000,195000,217900,125500
30/06/07,Oklahoma,40300,47000,89900,163700,191600,85300
30/06/07,Oregon,192600,214200,260800,348600,398400,267200
30/06/07,Pennsylvania,113500,120400,154700,286200,286600,160200
30/06/07,RhodeIsland,198700,238100,281700,383900,515500,284200
30/06/07,SouthCarolina,142400,114700,147200,237500,,132200
30/06/07,SouthDakota,81200,119500,139700,162000,214000,139300
30/06/07,Tennessee,105900,88200,134900,234400,352200,119000
30/06/07,Texas,,,126000,198100,,133600
30/06/07,Utah,,180600,236800,276600,360300,257000
30/06/07,Vermont,173600,196100,232600,286300,323100,218600
30/06/07,Virginia,234700,195400,238700,403600,568500,251000
30/06/07,Washington,219700,249300,304500,404100,477400,306900
30/06/07,WestVirginia,,,81500,118100,124900,60500
30/06/07,Wisconsin,121700,134000,167000,210100,246200,159500
30/06/07,Wyoming,,,,217600,,185400
30/06/08,Alabama,102200,79500,134000,247600,351700,128200
30/06/08,Alaska,150100,196500,283100,366600,465000,289600
30/06/08,Arizona,131500,184500,207800,271200,413600,220300
30/06/08,Arkansas,83700,91300,130200,220500,339000,104600
30/06/08,California,281500,345300,395200,499900,663900,425800
30/06/08,Colorado,139300,165200,217900,303600,378700,230200
30/06/08,Connecticut,153800,207500,270400,402300,676500,294400
30/06/08,Delaware,142100,171500,214800,325600,393500,222500
30/06/08,DistrictofColumbia,320800,383400,369900,562100,1132900,397700
30/06/08,Florida,120000,148700,195700,288300,447700,201400
30/06/08,Georgia,137100,109900,140700,237800,362200,150800
30/06/08,Hawaii,303500,389900,517800,650200,779200,599000
30/06/08,Idaho,135300,146400,183000,236300,293900,192200
30/06/08,Illinois,163000,157900,180700,294700,396100,192200
30/06/08,Indiana,66900,78500,121500,171700,197700,117600
30/06/08,Iowa,78800,88700,118400,140000,,92000
30/06/08,Kansas,,,110800,,,
30/06/08,Kentucky,76900,94400,121400,195700,228600,115700
30/06/08,Louisiana,,,145200,,308400,
30/06/08,Maine,165400,188500,215400,270100,347500,204500
30/06/08,Maryland,193100,220300,273000,392000,548700,304700
30/06/08,Massachusetts,211600,247700,304400,427100,587600,322200
30/06/08,Michigan,87600,99800,130900,215700,227700,118000
30/06/08,Minnesota,129300,163600,198700,250400,325100,193100
30/06/08,Mississippi,,,105600,183700,191900,99700
30/06/08,Missouri,90100,109000,154000,256200,332400,148300
30/06/08,Montana,116700,140400,185900,205100,243100,178100
30/06/08,Nebraska,82200,92700,126800,181800,162300,122500
30/06/08,Nevada,,175900,228100,293200,400300,254600
30/06/08,NewHampshire,132900,188400,245700,316300,364500,244500
30/06/08,NewJersey,231400,257900,312200,428600,569800,342400
30/06/08,NewMexico,,134700,171400,241200,322600,186900
30/06/08,NewYork,168700,130500,152300,251200,392500,300800
30/06/08,NorthCarolina,114400,103100,148800,262500,337400,151900
30/06/08,NorthDakota,,117100,,171400,,134900
30/06/08,Ohio,67600,84200,118000,187300,209500,119500
30/06/08,Oklahoma,40300,47000,91700,166300,195500,87200
30/06/08,Oregon,184800,205100,244900,331700,384400,252900
30/06/08,Pennsylvania,113400,120600,153400,279300,281900,160000
30/06/08,RhodeIsland,180300,212600,251100,354600,476600,255100
30/06/08,SouthCarolina,124000,106800,141400,229200,,128200
30/06/08,SouthDakota,85700,122100,146300,172000,225200,145000
30/06/08,Tennessee,107700,86200,131600,228300,341800,118100
30/06/08,Texas,,,119000,191400,,127600
30/06/08,Utah,,186400,241600,279000,358400,261200
30/06/08,Vermont,161400,190800,229900,287500,332100,205100
30/06/08,Virginia,214900,183200,224200,364000,524400,239800
30/06/08,Washington,216900,241100,288300,383500,455800,292000
30/06/08,WestVirginia,,,84600,125900,135500,65200
30/06/08,Wisconsin,117700,128900,161800,204600,238700,157300
30/06/08,Wyoming,,,,220600,,192000
30/06/09,Alabama,98700,77400,125800,233100,339700,133300
30/06/09,Alaska,146600,182200,257900,329600,424700,263100
30/06/09,Arizona,114100,162000,176700,233500,341800,190000
30/06/09,Arkansas,85800,90400,126300,215200,332300,105300
30/06/09,California,228500,278300,319900,422400,576200,348500
30/06/09,Colorado,135600,155400,207500,291700,365000,221200
30/06/09,Connecticut,141300,192000,251200,375900,626300,273100
30/06/09,Delaware,143400,162800,205500,302000,365200,219900
30/06/09,DistrictofColumbia,305900,364400,334500,531800,1073000,361200
30/06/09,Florida,81200,112800,158000,239000,377800,166000
30/06/09,Georgia,121000,100500,127300,216300,327600,139400
30/06/09,Hawaii,273300,350600,464400,598500,721700,547200
30/06/09,Idaho,144500,141600,162900,205700,254800,175800
30/06/09,Illinois,137600,140500,167300,272400,371400,175200
30/06/09,Indiana,61900,71900,114100,166300,197900,111200
30/06/09,Iowa,84600,95800,125800,152000,,112400
30/06/09,Kansas,62600,73200,125500,,,122000
30/06/09,Kentucky,76700,100500,124800,200400,245200,121000
30/06/09,Louisiana,,,124200,,314800,
30/06/09,Maine,146600,170900,195800,244800,322600,187200
30/06/09,Maryland,174700,198900,243600,353500,489000,271700
30/06/09,Massachusetts,197000,229800,285000,405300,556300,304100
30/06/09,Michigan,71900,80000,110700,186100,208800,105600
30/06/09,Minnesota,120600,151200,183900,235300,304900,184000
30/06/09,Mississippi,,,132200,210900,245400,126200
30/06/09,Missouri,88300,99700,141700,236800,299700,142500
30/06/09,Montana,161500,171300,215100,241200,287400,211500
30/06/09,Nebraska,71300,88600,124200,189100,166300,120300
30/06/09,Nevada,,121000,163900,217400,301900,188300
30/06/09,NewHampshire,121600,170300,226300,294800,345600,224900
30/06/09,NewJersey,214600,237400,288100,400900,534600,312900
30/06/09,NewMexico,,149300,172400,251800,350700,196200
30/06/09,NewYork,159200,125800,142500,229000,344900,253600
30/06/09,NorthCarolina,111000,102300,143300,249800,319300,148200
30/06/09,NorthDakota,,149000,,171300,,151500
30/06/09,Ohio,65200,79800,112900,181000,207500,114900
30/06/09,Oklahoma,43500,49900,95500,167600,204700,89300
30/06/09,Oregon,175600,189000,222700,302000,356300,231900
30/06/09,Pennsylvania,111700,119000,150300,267700,276600,159300
30/06/09,RhodeIsland,161600,194200,230900,330200,435600,234800
30/06/09,SouthCarolina,107700,105100,140400,228800,,132900
30/06/09,SouthDakota,92500,121500,141200,167800,218600,145600
30/06/09,Tennessee,105800,86000,127300,219100,328300,118300
30/06/09,Texas,,,118900,197700,,133400
30/06/09,Utah,,183800,228700,270800,341100,250200
30/06/09,Vermont,157700,185400,230100,295700,349500,221200
30/06/09,Virginia,191100,165300,204600,332400,477100,222900
30/06/09,Washington,196800,217600,257800,341300,411100,264600
30/06/09,WestVirginia,,,104500,141400,166500,89900
30/06/09,Wisconsin,109000,119900,152400,194400,228700,157300
30/06/09,Wyoming,,,,246000,,212900
30/06/10,Alabama,90200,76200,120300,224800,327600,117300
30/06/10,Alaska,127300,175000,251100,318000,418800,254400
30/06/10,Arizona,86400,132900,142600,192800,302400,160900
30/06/10,Arkansas,83500,85800,125800,215700,330100,105500
30/06/10,California,213500,270800,315500,412400,563800,340600
30/06/10,Colorado,135200,160200,211400,296900,363800,224300
30/06/10,Connecticut,139900,186800,246100,368900,586700,268100
30/06/10,Delaware,136700,163100,199700,297500,351400,206900
30/06/10,DistrictofColumbia,322700,391600,348000,574900,1144800,371000
30/06/10,Florida,65400,98600,142700,221200,361700,150200
30/06/10,Georgia,108800,93700,122200,208400,315100,132100
30/06/10,Hawaii,280500,344000,446700,599800,718800,540900
30/06/10,Idaho,124700,121700,144200,180400,223600,154000
30/06/10,Illinois,129000,130100,158100,254800,348300,160300
30/06/10,Indiana,62900,73000,115600,165900,195800,112600
30/06/10,Iowa,77000,90200,130700,168700,,113800
30/06/10,Kansas,51100,65700,120000,,,115800
30/06/10,Kentucky,78900,94900,123500,199900,241400,119100
30/06/10,Louisiana,,,128700,,328700,
30/06/10,Maine,151900,169100,198200,244500,308900,181100
30/06/10,Maryland,162200,185500,231000,344400,476200,257500
30/06/10,Massachusetts,200500,232700,290000,411200,564900,309500
30/06/10,Michigan,65500,72400,105900,183700,199700,94500
30/06/10,Minnesota,108300,140800,173200,222800,287900,169100
30/06/10,Mississippi,,,127000,224900,245100,116500
30/06/10,Missouri,84100,93600,136000,233200,278900,135500
30/06/10,Montana,139500,151200,185700,210200,249300,180400
30/06/10,Nebraska,71100,89700,128800,196500,173600,124100
30/06/10,Nevada,,92200,135800,186800,266200,160100
30/06/10,NewHampshire,113500,164400,221000,288800,322700,221500
30/06/10,NewJersey,193700,223900,276600,382400,503600,296700
30/06/10,NewMexico,,126300,158400,231800,305300,175600
30/06/10,NewYork,152300,124200,140000,221700,330100,239600
30/06/10,NorthCarolina,101200,97900,140100,244400,313300,142800
30/06/10,NorthDakota,,139500,,191900,240000,163700
30/06/10,Ohio,64600,78700,111100,178300,204800,113400
30/06/10,Oklahoma,45400,52800,100200,174100,219800,94900
30/06/10,Oregon,164500,178200,210300,283900,332800,218000
30/06/10,Pennsylvania,111900,121600,151400,266600,275000,156100
30/06/10,RhodeIsland,156500,189300,227000,323700,442000,229700
30/06/10,SouthCarolina,89200,98700,138300,227700,,127300
30/06/10,SouthDakota,89100,123200,139500,167200,218400,139600
30/06/10,Tennessee,100800,86500,123800,211700,321900,115800
30/06/10,Texas,,,115700,190200,,125900
30/06/10,UnitedStates,,,,,,
30/06/10,Utah,,151000,188000,216500,275300,205800
30/06/10,Vermont,149200,175100,209800,259600,299500,200300
30/06/10,Virginia,188800,157500,196800,326800,476600,213500
30/06/10,Washington,179400,200600,242900,323300,395200,249200
30/06/10,WestVirginia,,,103400,139400,162300,90000
30/06/10,Wisconsin,104800,116500,149300,190000,222400,150000
30/06/10,Wyoming,,,,245100,,198100
30/06/11,Alabama,87700,73500,116900,218100,318100,114500
30/06/11,Alaska,120700,176400,249600,316800,413900,253600
30/06/11,Arizona,69400,114900,122600,170100,277400,142300
30/06/11,Arkansas,83200,80200,121200,210100,322300,103400
30/06/11,California,190400,250200,295500,388000,529800,319800
30/06/11,Colorado,129600,152900,203900,288700,357800,216700
30/06/11,Connecticut,127500,175000,234600,356700,568600,255600
30/06/11,Delaware,126500,147600,185300,277500,337200,192100
30/06/11,DistrictofColumbia,321700,377300,340300,558900,1079900,360900
30/06/11,Florida,55900,85600,130300,208400,340800,137800
30/06/11,Georgia,90600,81000,107700,188300,286400,118300
30/06/11,Hawaii,275500,334200,437300,594200,702300,529600
30/06/11,Idaho,115900,111300,131400,166200,211500,143500
30/06/11,Illinois,112200,113600,145900,237900,324300,146800
30/06/11,Indiana,60900,70500,113300,164600,194800,109900
30/06/11,Iowa,76000,88500,128100,164900,198000,111500
30/06/11,Kansas,50100,65500,116500,,,111300
30/06/11,Kentucky,76500,94300,122600,197900,239500,118000
30/06/11,Louisiana,,,127400,,326500,
30/06/11,Maine,150400,167400,197100,241500,313000,175800
30/06/11,Maryland,144800,166700,211200,323000,449700,238000
30/06/11,Massachusetts,195700,224000,279400,402700,557600,299100
30/06/11,Michigan,59800,65400,99400,180700,198500,87900
30/06/11,Minnesota,100700,127800,156100,206300,269800,154800
30/06/11,Mississippi,,,116000,203500,229100,110400
30/06/11,Missouri,72400,85200,129000,225300,269000,128200
30/06/11,Montana,134000,146800,181100,205400,245200,176400
30/06/11,Nebraska,68400,86200,125700,198200,174300,121500
30/06/11,Nevada,,78600,121000,165600,244200,141800
30/06/11,NewHampshire,108200,156900,210700,279400,320000,211800
30/06/11,NewJersey,179600,208700,258800,361600,479500,278600
30/06/11,NewMexico,,121700,152000,224100,307300,163600
30/06/11,NewYork,150600,122100,138800,218100,321000,229900
30/06/11,NorthCarolina,95700,93000,135000,233100,300400,138400
30/06/11,NorthDakota,,143400,167500,196600,250500,161900
30/06/11,Ohio,62000,73600,106000,173000,199400,108400
30/06/11,Oklahoma,47500,54000,100800,173600,220500,95600
30/06/11,Oregon,149000,160000,192300,263900,310200,200200
30/06/11,Pennsylvania,104900,115800,144300,255900,264800,150400
30/06/11,RhodeIsland,145500,174900,213900,308300,416800,216800
30/06/11,SouthCarolina,78600,91100,132100,220400,,123000
30/06/11,SouthDakota,84600,119500,138200,162200,215500,138700
30/06/11,Tennessee,93200,81100,119700,208300,316900,113400
30/06/11,Texas,,,112600,187200,,123400
30/06/11,UnitedStates,,,,,,
30/06/11,Utah,,137700,172200,202000,256800,188400
30/06/11,Vermont,152000,172500,213200,273400,317700,201800
30/06/11,Virginia,177300,147800,187500,318600,464400,204500
30/06/11,Washington,160400,178700,221900,300500,365900,228800
30/06/11,WestVirginia,,,99500,135600,160300,87800
30/06/11,Wisconsin,95900,106600,140400,180500,213200,145000
30/06/11,Wyoming,,,,260300,332200,207800
30/06/12,Alabama,85100,69500,115700,216300,310100,116300
30/06/12,Alaska,120600,172200,250700,318400,415500,253600
30/06/12,Arizona,70700,119700,132600,185200,304100,152000
30/06/12,Arkansas,79200,81600,122300,213300,321600,103700
30/06/12,California,183100,244400,292700,383200,530200,317000
30/06/12,Colorado,127500,154000,207600,294700,363700,221400
30/06/12,Connecticut,116900,165800,224600,346700,553200,244600
30/06/12,Delaware,119000,139000,177100,274400,332200,184600
30/06/12,DistrictofColumbia,323400,388900,357800,585700,1160900,368100
30/06/12,Florida,58000,84200,130800,213100,346800,138700
30/06/12,Georgia,79000,72700,100200,185400,285100,113400
30/06/12,Hawaii,277600,333500,443900,604400,714700,535000
30/06/12,Idaho,104400,105600,128500,164900,206500,139400
30/06/12,Illinois,95400,103200,139900,230300,314800,140900
30/06/12,Indiana,59700,68100,111300,163500,191900,107800
30/06/12,Iowa,76500,88100,128600,169100,204500,112700
30/06/12,Kansas,48900,68200,115500,,,110900
30/06/12,Kentucky,75100,94000,122700,197000,241700,117700
30/06/12,Louisiana,,,126300,,322000,
30/06/12,Maine,161700,173400,199400,245800,314200,179700
30/06/12,Maryland,137500,158400,207000,320100,444900,232200
30/06/12,Massachusetts,194000,219000,274100,399500,551200,295200
30/06/12,Michigan,59200,65500,100000,192000,205800,88200
30/06/12,Minnesota,93600,124300,155600,210000,274600,154900
30/06/12,Mississippi,,,111500,198300,225600,107000
30/06/12,Missouri,69500,81300,126100,220900,264600,122200
30/06/12,Montana,128800,140100,176700,202900,245100,172100
30/06/12,Nebraska,68000,85800,124000,192900,173400,120900
30/06/12,Nevada,,75900,120300,165200,243600,141500
30/06/12,NewHampshire,103100,153200,208400,277000,319000,208900
30/06/12,NewJersey,170100,197500,245500,348100,465000,265500
30/06/12,NewMexico,,115400,146200,213600,290500,157500
30/06/12,NewYork,142600,118800,136600,214100,311500,220800
30/06/12,NorthCarolina,91600,89300,132400,232900,298600,136600
30/06/12,NorthDakota,,151400,176700,210700,264800,174300
30/06/12,Ohio,59600,71900,105100,173300,200600,107600
30/06/12,Oklahoma,45600,52000,99700,177000,224000,94600
30/06/12,Oregon,143600,156300,188400,267600,311800,199200
30/06/12,Pennsylvania,100200,112900,141800,252900,261300,147800
30/06/12,RhodeIsland,138600,164300,203200,299700,409600,206800
30/06/12,SouthCarolina,76100,87100,129500,215200,,120800
30/06/12,SouthDakota,83200,118300,140300,162800,214500,140400
30/06/12,Tennessee,92400,79800,119700,210900,315100,113100
30/06/12,Texas,,,111700,189500,,123400
30/06/12,UnitedStates,,,,,,
30/06/12,Utah,,129000,165900,194400,247400,183400
30/06/12,Vermont,149100,169100,212800,269700,312500,201700
30/06/12,Virginia,180200,144500,185300,318900,465600,202800
30/06/12,Washington,153300,169500,215800,297300,366300,223100
30/06/12,WestVirginia,,,99700,138800,163300,88400
30/06/12,Wisconsin,89800,102400,138200,176200,211400,142300
30/06/12,Wyoming,,143100,186700,213200,261900,178800
30/06/13,Alabama,88600,69400,116400,221000,317700,115900
30/06/13,Alaska,124600,177000,257000,328700,420400,259300
30/06/13,Arizona,83700,136200,159100,223100,348500,176500
30/06/13,Arkansas,81100,81500,125500,217500,332200,107000
30/06/13,California,226900,296700,345700,446100,608800,373300
30/06/13,Colorado,136000,167100,223900,316900,384900,238000
30/06/13,Connecticut,116600,166700,228600,353000,568200,250300
30/06/13,Delaware,119700,143400,181600,284800,343600,189800
30/06/13,DistrictofColumbia,341800,423600,404700,650000,1186400,422500
30/06/13,Florida,68400,95700,144900,234600,371500,152600
30/06/13,Georgia,89500,76800,108500,201600,307200,120700
30/06/13,Hawaii,294100,354100,473700,636800,740900,570700
30/06/13,Idaho,105300,112300,141600,180100,221400,149800
30/06/13,Illinois,93700,102400,142700,240700,328400,144800
30/06/13,Indiana,61600,70100,113600,166500,197400,110700
30/06/13,Iowa,75800,90200,132800,174100,213900,115200
30/06/13,Kansas,50200,63300,114700,,,109900
30/06/13,Kentucky,74700,94400,123900,199700,242500,118700
30/06/13,Louisiana,63100,,127200,,332700,
30/06/13,Maine,155300,170900,200100,246500,319800,177900
30/06/13,Maryland,145400,166200,217800,337800,467800,244100
30/06/13,Massachusetts,208300,230900,290400,419900,582600,312000
30/06/13,Michigan,66900,75100,113300,216800,223700,96100
30/06/13,Minnesota,100700,136300,170200,228300,299100,167000
30/06/13,Mississippi,,,111800,199300,226400,107400
30/06/13,Missouri,65700,79200,127300,225700,267800,123600
30/06/13,Montana,131200,144200,180500,206800,252500,175000
30/06/13,Nebraska,71500,88900,128300,200100,181700,125000
30/06/13,Nevada,,100400,149000,203000,289600,171300
30/06/13,NewHampshire,103400,158200,216800,287600,330800,218100
30/06/13,NewJersey,171400,200200,250000,360900,479600,271600
30/06/13,NewMexico,,111200,143200,211400,278600,157500
30/06/13,NewYork,138400,120500,138900,219300,319100,225300
30/06/13,NorthCarolina,93100,90000,135600,239800,307100,139400
30/06/13,NorthDakota,,166400,194400,236100,289300,185300
30/06/13,Ohio,59600,72700,106900,178700,205200,109400
30/06/13,Oklahoma,45300,51300,101000,180900,228400,95700
30/06/13,Oregon,153000,168700,206200,288600,337200,215600
30/06/13,Pennsylvania,102100,114300,143700,260200,268500,150200
30/06/13,RhodeIsland,143500,170000,211200,308300,419700,214600
30/06/13,SouthCarolina,78700,87800,132800,220100,,122600
30/06/13,SouthDakota,90600,123200,145900,170200,222900,145500
30/06/13,Tennessee,101100,89000,124600,218800,324300,115600
30/06/13,Texas,,,116400,200000,,128100
30/06/13,UnitedStates,,,,,,
30/06/13,Utah,,139700,178300,208100,259700,197000
30/06/13,Vermont,153400,177300,220400,279900,318300,207900
30/06/13,Virginia,189900,148600,191200,332300,483400,207800
30/06/13,Washington,161900,181800,233800,322400,397500,240600
30/06/13,WestVirginia,,,102200,140000,164700,89800
30/06/13,Wisconsin,88500,102300,141100,181800,214900,144500
30/06/13,Wyoming,,144900,189200,212900,261400,176800
30/06/14,Alabama,95100,71600,118900,227400,329600,116800
30/06/14,Alaska,126200,185700,263900,339700,439600,264900
30/06/14,Arizona,88900,147800,173400,241200,368500,193600
30/06/14,Arkansas,84400,82200,126300,220400,338800,108300
30/06/14,California,268500,337200,389500,495400,666100,417800
30/06/14,Colorado,147000,182200,240500,338800,406400,255800
30/06/14,Connecticut,119900,168000,233400,358000,575500,254900
30/06/14,Delaware,122600,144900,186800,294600,358300,196000
30/06/14,DistrictofColumbia,359400,462200,458300,709500,1289400,473100
30/06/14,Florida,79300,111600,160900,255500,401200,168500
30/06/14,Georgia,102400,81700,118100,217000,328700,129400
30/06/14,Hawaii,318500,381800,509900,677300,792700,614000
30/06/14,Idaho,116800,120500,151500,192800,231800,158200
30/06/14,Illinois,103500,109300,149200,252100,342400,150800
30/06/14,Indiana,59900,69200,115900,171900,202800,112600
30/06/14,Iowa,76200,91700,136800,179200,219100,117500
30/06/14,Kansas,52700,65100,117100,,,112500
30/06/14,Kentucky,82100,95900,124100,203400,239900,120100
30/06/14,Louisiana,60900,,128400,,340100,
30/06/14,Maine,151600,172200,206200,254300,324000,182100
30/06/14,Maryland,151400,174300,226400,352500,482800,255000
30/06/14,Massachusetts,224400,240900,302200,437700,614000,324000
30/06/14,Michigan,74800,85000,126200,236200,242600,107000
30/06/14,Minnesota,110400,147000,183100,242000,316100,178300
30/06/14,Mississippi,,,112800,198700,227700,108500
30/06/14,Missouri,68100,81300,129600,233900,274700,125900
30/06/14,Montana,132900,148500,186200,214400,258400,179600
30/06/14,Nebraska,71200,90400,131600,210300,182400,127700
30/06/14,Nevada,,120100,175900,238300,331800,201900
30/06/14,NewHampshire,105800,162100,224300,299000,334600,224900
30/06/14,NewJersey,174800,209100,260100,373500,500200,282200
30/06/14,NewMexico,,114200,144100,212600,281100,159400
30/06/14,NewYork,142300,120500,141200,222900,325700,229200
30/06/14,NorthCarolina,95300,91600,139100,247300,314900,142800
30/06/14,NorthDakota,,178800,209500,253000,311600,196000
30/06/14,Ohio,60600,74000,110000,184500,212900,112800
30/06/14,Oklahoma,45800,51500,102100,184600,230000,96500
30/06/14,Oregon,164300,182900,224800,311600,358100,233100
30/06/14,Pennsylvania,103600,116000,145900,266200,274800,151700
30/06/14,RhodeIsland,151700,177700,218200,322200,427500,222200
30/06/14,SouthCarolina,79100,89400,136200,226400,,125300
30/06/14,SouthDakota,90300,128100,149500,177200,238300,147600
30/06/14,Tennessee,108800,96300,130200,228500,337500,119800
30/06/14,Texas,,,123200,215800,,135000
30/06/14,UnitedStates,,,,,,
30/06/14,Utah,,151700,196400,224600,283300,212500
30/06/14,Vermont,159100,186500,229300,290800,340800,211700
30/06/14,Virginia,197700,151700,197200,342900,500000,213900
30/06/14,Washington,174400,196600,249300,343500,417200,254600
30/06/14,WestVirginia,,,104700,144400,169300,92200
30/06/14,Wisconsin,89200,103900,143600,187700,221300,146300
30/06/14,Wyoming,,146300,191700,214100,259600,179900
30/06/15,Alabama,90600,68900,121700,231400,333700,118700
30/06/15,Alaska,130900,189800,272700,348700,457500,275000
30/06/15,Arizona,95400,156100,183600,251000,377700,204900
30/06/15,Arkansas,85100,81500,128300,224300,340000,109700
30/06/15,California,293200,362900,416100,527100,701800,443600
30/06/15,Colorado,165700,210300,270600,373300,438700,286000
30/06/15,Connecticut,119000,166700,231600,356600,573400,254900
30/06/15,Delaware,124400,147500,191200,299900,359500,200400
30/06/15,DistrictofColumbia,367800,499300,521400,764700,1348600,523400
30/06/15,Florida,87500,124800,175100,272100,420500,183400
30/06/15,Georgia,114800,87000,127200,229800,347500,137700
30/06/15,Hawaii,331000,408100,546800,712500,834900,646100
30/06/15,Idaho,119300,126300,157900,200700,240500,164200
30/06/15,Illinois,108600,116900,153900,257500,351800,154700
30/06/15,Indiana,63500,72600,120300,177700,211400,117300
30/06/15,Iowa,81100,95800,141300,185000,226800,121700
30/06/15,Kansas,50200,64100,119700,,,115400
30/06/15,Kentucky,90100,99600,127100,208800,249200,123200
30/06/15,Louisiana,63200,,130300,,353800,
30/06/15,Maine,151400,177700,210300,259300,330200,186000
30/06/15,Maryland,151300,179400,231900,358800,486900,261800
30/06/15,Massachusetts,239600,255500,318400,455800,640300,339800
30/06/15,Michigan,79200,92800,133300,248200,256200,114300
30/06/15,Minnesota,117100,153400,190800,250500,325600,185000
30/06/15,Mississippi,,,114100,205200,237300,109000
30/06/15,Missouri,69600,83300,133400,243500,287300,129200
30/06/15,Montana,134300,149700,193500,219500,262700,184700
30/06/15,Nebraska,77100,96000,137400,220100,196900,133600
30/06/15,Nevada,,133100,191500,257100,350700,220900
30/06/15,NewHampshire,108000,167800,235200,313900,351100,235100
30/06/15,NewJersey,176300,211600,261400,375200,508600,286700
30/06/15,NewMexico,,113800,144600,215400,287300,162000
30/06/15,NewYork,139700,122700,142400,226500,333500,234800
30/06/15,NorthCarolina,98400,93500,142200,253100,322800,146200
30/06/15,NorthDakota,,185300,217800,258600,323300,208500
30/06/15,Ohio,63700,76300,114100,192000,220400,116800
30/06/15,Oklahoma,51300,57200,110100,195100,249600,103600
30/06/15,Oregon,180600,202900,243800,336700,386700,253100
30/06/15,Pennsylvania,104800,118100,148100,270600,281400,154000
30/06/15,RhodeIsland,150500,182500,224000,328200,439500,227800
30/06/15,SouthCarolina,77100,87400,133400,216500,,124800
30/06/15,SouthDakota,96900,137200,159300,188900,250700,157400
30/06/15,Tennessee,112100,90200,134400,234100,349000,122500
30/06/15,Texas,,,133900,233000,,145100
30/06/15,UnitedStates,,,,,,
30/06/15,Utah,,158200,203900,235700,297600,221800
30/06/15,Vermont,156000,187100,228700,298200,355000,208000
30/06/15,Virginia,200500,156900,204500,349700,511800,219800
30/06/15,Washington,191500,216200,270100,368100,452000,276000
30/06/15,WestVirginia,,,110000,150400,177200,96500
30/06/15,Wisconsin,93300,109800,148500,193400,227600,150900
30/06/15,Wyoming,,153800,201500,221400,270100,186500
30/06/16,Alabama,93300,71400,123600,238300,340700,121100
30/06/16,Alaska,128400,189900,276400,352700,461900,278500
30/06/16,Arizona,103300,166800,200100,266300,388900,219500
30/06/16,Arkansas,83800,83400,132900,230000,351700,112100
30/06/16,California,320700,393000,442300,560200,734900,475000
30/06/16,Colorado,188800,240600,303000,404300,467200,318900
30/06/16,Connecticut,119300,168900,232600,357700,569200,255500
30/06/16,Delaware,129800,156300,202500,311900,373900,210600
30/06/16,DistrictofColumbia,370400,514000,549600,811100,1397800,554200
30/06/16,Florida,99300,140000,193100,289200,442700,203600
30/06/16,Georgia,127800,97400,136300,243200,365300,146700
30/06/16,Hawaii,342200,426500,581200,745400,871500,677800
30/06/16,Idaho,129400,137700,169800,214500,255800,175300
30/06/16,Illinois,116800,122400,159500,263400,357400,161500
30/06/16,Indiana,65200,73300,119900,175400,209300,116600
30/06/16,Iowa,86900,99900,144700,188900,230400,124600
30/06/16,Kansas,52000,66100,125100,,,120200
30/06/16,Kentucky,94400,103700,131500,215800,259800,128300
30/06/16,Louisiana,65200,,134800,,369600,
30/06/16,Maine,163400,191600,222100,271600,349300,198200
30/06/16,Maryland,156400,182900,240100,367000,494100,271200
30/06/16,Massachusetts,253900,268700,335600,478400,672300,358500
30/06/16,Michigan,85600,101000,142500,260600,268800,122100
30/06/16,Minnesota,125300,163500,205800,265200,340900,198800
30/06/16,Mississippi,,,116400,210400,240600,110000
30/06/16,Missouri,72600,87800,140800,258400,304400,136100
30/06/16,Montana,131200,153200,200400,224100,268900,191700
30/06/16,Nebraska,82500,101400,144200,229100,201800,139900
30/06/16,Nevada,,143100,210100,273600,367100,237300
30/06/16,NewHampshire,111000,177900,245800,324800,363400,246300
30/06/16,NewJersey,180000,215300,268300,383400,521300,295400
30/06/16,NewMexico,,115900,147300,219500,291900,165400
30/06/16,NewYork,143200,125100,146800,233000,343500,242600
30/06/16,NorthCarolina,102900,97200,148000,263300,334000,152700
30/06/16,NorthDakota,,186000,220100,265200,319600,210500
30/06/16,Ohio,66100,79500,118600,201100,229800,121500
30/06/16,Oklahoma,53800,61400,117000,202900,267600,112300
30/06/16,Oregon,206100,231800,274300,377100,430200,285900
30/06/16,Pennsylvania,107900,122100,153000,277600,288700,158200
