Date,RegionName,Price_1bedroom,Price_2bedroom,Price_3bedroom,Price_4bedroom,Price_5BedroomOrMore,Price_SingleFamilyResidence
28/02/01,Alabama,70100,58700,95900,178700,248100,92500
28/02/01,Alaska,97300,126400,177300,219800,282500,183300
28/02/01,Arizona,75800,110200,126600,168100,250500,136900
28/02/01,Arkansas,65100,64500,90300,156700,245300,74400
28/02/01,California,146900,182700,218400,293700,405100,239900
28/02/01,Colorado,118400,150600,186500,256200,302900,193900
28/02/01,Connecticut,81600,124000,169300,271100,441100,184100
28/02/01,Delaware,94900,97800,125000,195900,229000,129800
28/02/01,DistrictofColumbia,136500,154400,140800,243200,596300,170100
28/02/01,Florida,54900,81000,114800,170900,267700,119300
28/02/01,Georgia,126000,88900,118700,192600,281400,124400
28/02/01,Hawaii,135500,178400,232900,301400,344200,270900
28/02/01,Idaho,81000,87100,113600,143400,173600,117300
28/02/01,Illinois,114900,113500,134000,218400,285800,137800
28/02/01,Indiana,52100,67100,101700,,165500,96900
28/02/01,Iowa,65100,73500,91800,110800,,77300
28/02/01,Kansas,,,,,,
28/02/01,Kentucky,66700,80300,102900,166200,194400,96400
28/02/01,Louisiana,,,108600,,,
28/02/01,Maine,,117400,138100,174500,214100,129800
28/02/01,Maryland,85000,101900,135000,204900,292000,152600
28/02/01,Massachusetts,144100,172800,217500,315900,422600,231000
28/02/01,Michigan,87600,106500,138400,232200,226300,118600
28/02/01,Minnesota,93300,127700,149700,186200,239600,145000
28/02/01,Mississippi,,,81300,152800,159800,74800
28/02/01,Missouri,62700,81600,124100,199800,256000,116100
28/02/01,Montana,72600,82600,108000,119800,138100,102800
28/02/01,Nebraska,73000,83800,114200,168300,140500,107300
28/02/01,Nevada,,108500,140600,178900,250700,156200
28/02/01,NewHampshire,79000,120200,162900,216500,238300,161900
28/02/01,NewJersey,111500,138800,168400,246300,316400,186100
28/02/01,NewMexico,,101100,125400,163900,213500,133300
28/02/01,NewYork,,79000,94900,,214700,
28/02/01,NorthCarolina,76100,80700,119400,200000,250600,120100
28/02/01,Ohio,61500,78200,108200,168600,185500,109300
28/02/01,Oklahoma,34200,38700,72300,129400,152200,69700
28/02/01,Oregon,105900,120100,150300,197400,231500,152500
28/02/01,Pennsylvania,67300,78600,97500,179300,172800,103800
28/02/01,RhodeIsland,99500,124300,148100,210700,281300,148800
28/02/01,SouthCarolina,77300,79400,112000,180400,,100000
28/02/01,SouthDakota,65100,90800,110500,127200,161000,111000
28/02/01,Tennessee,68400,67200,103800,181400,264300,88500
28/02/01,Texas,,,92000,152100,,98200
28/02/01,Utah,,126600,156200,174400,214000,165900
28/02/01,Vermont,100600,110600,129800,152800,165100,
28/02/01,Virginia,91400,91500,123500,211700,300500,134600
28/02/01,Washington,124800,140700,174300,233800,270900,175300
28/02/01,WestVirginia,,,63800,85600,95300,48200
28/02/01,Wisconsin,88500,97100,122600,151900,175200,121900
28/02/01,Wyoming,,,,124600,,114200
28/02/02,Alabama,71800,60400,98400,181200,259000,96100
28/02/02,Alaska,98600,129700,186000,230000,301100,188600
28/02/02,Arizona,80200,114000,132200,174700,264300,142500
28/02/02,Arkansas,64800,65500,94200,164900,256400,76200
28/02/02,California,169300,209200,247400,327700,443700,268900
28/02/02,Colorado,128900,161100,198500,269900,319800,206300
28/02/02,Connecticut,91800,137600,185400,296800,479900,203900
28/02/02,Delaware,96200,105100,133300,210500,251400,137700
28/02/02,DistrictofColumbia,172900,194000,165700,300900,716600,193800
28/02/02,Florida,62100,89900,125400,185100,294500,130000
28/02/02,Georgia,127200,94400,124600,201600,294800,130000
28/02/02,Hawaii,145000,189400,249200,324800,367000,288900
28/02/02,Idaho,85500,92400,118600,149600,182500,122800
28/02/02,Illinois,131100,123700,142200,234000,304900,146400
28/02/02,Indiana,57300,70400,105500,150200,169200,101800
28/02/02,Iowa,68800,76200,96500,117100,,79700
28/02/02,Kansas,,,99400,,,
28/02/02,Kentucky,69700,84100,106200,171900,205000,100600
28/02/02,Louisiana,,,113700,,,
28/02/02,Maine,129000,144000,163400,201600,252500,152700
28/02/02,Maryland,95000,113000,146900,227100,320300,166000
28/02/02,Massachusetts,168600,199400,250500,356600,476800,264100
28/02/02,Michigan,93600,113000,145100,242100,237400,123900
28/02/02,Minnesota,105700,142000,166200,205900,263600,159900
28/02/02,Mississippi,,,84800,148900,150800,77200
28/02/02,Missouri,68800,87600,131000,213900,271400,123200
28/02/02,Montana,70500,86400,115700,129300,149100,109700
28/02/02,Nebraska,70600,81100,114100,169700,142800,108100
28/02/02,Nevada,,114900,151000,190900,264200,166700
28/02/02,NewHampshire,88000,136500,184300,248700,270600,182100
28/02/02,NewJersey,126800,157000,190400,278100,361600,212300
28/02/02,NewMexico,,106000,129300,175300,223300,146400
28/02/02,NewYork,,81900,99200,,230500,
28/02/02,NorthCarolina,78200,82100,120200,201500,256100,122200
28/02/02,Ohio,62800,80800,111800,173900,191700,112900
28/02/02,Oklahoma,35700,40200,74500,133400,157800,71900
28/02/02,Oregon,110400,125700,155700,206600,240800,158100
28/02/02,Pennsylvania,72000,82700,103300,189900,183200,110100
28/02/02,RhodeIsland,115700,144000,171200,246200,323300,172100
28/02/02,SouthCarolina,79900,80600,114300,182800,,103800
28/02/02,SouthDakota,67600,91800,112300,133500,171100,113100
28/02/02,Tennessee,70500,69100,107100,185200,269900,90500
28/02/02,Texas,,,94900,157400,,101700
28/02/02,Utah,,128300,158900,176800,218400,168900
28/02/02,Vermont,115600,125900,147600,181900,201800,
28/02/02,Virginia,106600,99500,133400,232900,333800,144300
28/02/02,Washington,130300,147600,182900,244900,283600,183900
28/02/02,WestVirginia,,,64700,87400,97500,50200
28/02/02,Wisconsin,93100,101900,128500,161400,184100,127800
28/02/02,Wyoming,,,,135000,,122500
28/02/03,Alabama,72800,61400,100400,186100,268400,98200
28/02/03,Alaska,103600,140900,193100,248000,317600,194900
28/02/03,Arizona,84400,122500,142000,192600,284200,151600
28/02/03,Arkansas,66700,67800,98800,171900,266000,80000
28/02/03,California,200900,251200,294100,383700,502100,318400
28/02/03,Colorado,132600,167600,205600,277100,330100,214100
28/02/03,Connecticut,107300,155000,210900,331200,540500,231800
28/02/03,Delaware,108100,117100,148200,239400,283300,153700
28/02/03,DistrictofColumbia,225000,258700,207200,364900,818500,242400
28/02/03,Florida,72500,103000,138900,206500,324900,143800
28/02/03,Georgia,130700,99500,128900,209200,306400,134600
28/02/03,Hawaii,165800,220700,287200,374800,438800,336200
28/02/03,Idaho,85900,94400,122100,154200,186900,126200
28/02/03,Illinois,141700,133800,150200,250700,328500,156800
28/02/03,Indiana,57500,71500,104700,149200,165400,101000
28/02/03,Iowa,72500,81200,102900,124200,,86200
28/02/03,Kansas,,,101600,,,
28/02/03,Kentucky,72100,86300,109000,176400,208400,103700
28/02/03,Louisiana,,,102200,,,
28/02/03,Maine,132800,155700,178600,222400,276200,166400
28/02/03,Maryland,115900,129000,166400,262600,365500,187800
28/02/03,Massachusetts,193400,233400,287200,400500,534800,303200
28/02/03,Michigan,100000,118100,150200,252200,251200,130100
28/02/03,Minnesota,118100,156000,182000,226200,287900,174700
28/02/03,Mississippi,,,82700,148800,155200,77400
28/02/03,Missouri,76000,93700,138100,226200,288500,129400
28/02/03,Montana,73900,88200,119800,134900,157400,113600
28/02/03,Nebraska,71200,83000,115900,173400,144900,110500
28/02/03,Nevada,,122800,161900,206600,285900,179700
28/02/03,NewHampshire,99800,156700,211700,278300,304700,209200
28/02/03,NewJersey,148500,184000,226400,321500,415400,250200
28/02/03,NewMexico,,106200,131200,176100,231600,151700
28/02/03,NewYork,,86400,105800,,257600,
28/02/03,NorthCarolina,80900,85000,123100,205800,261200,125200
28/02/03,Ohio,65800,83000,115500,179900,199000,116500
28/02/03,Oklahoma,35900,40900,77500,139400,164300,74300
28/02/03,Oregon,118400,132900,163600,219600,254000,166600
28/02/03,Pennsylvania,77600,87500,111500,208000,201100,117700
28/02/03,RhodeIsland,140300,175400,208700,298200,383800,210500
28/02/03,SouthCarolina,83300,83200,118600,190100,,107600
28/02/03,SouthDakota,70800,98200,117200,137600,172100,117600
28/02/03,Tennessee,72700,70600,110200,189400,282900,93600
28/02/03,Texas,,,99900,161800,,106600
28/02/03,Utah,,128600,158100,177900,221800,169400
28/02/03,Vermont,122200,139300,168800,214000,232800,
28/02/03,Virginia,129400,111400,145200,258600,370700,156100
28/02/03,Washington,135500,154100,191700,256800,296900,193200
28/02/03,WestVirginia,,,69800,94700,103700,52000
28/02/03,Wisconsin,99700,109100,136700,172800,201600,134200
28/02/03,Wyoming,,,,136600,,126700
28/02/05,Alabama,85900,68200,115600,215400,303800,111300
28/02/05,Alaska,114900,160900,227000,291300,374800,232800
28/02/05,Arizona,108600,161000,185300,250900,375300,199500
28/02/05,Arkansas,74500,78200,116900,201800,315200,91200
28/02/05,California,299800,377500,444100,559500,717600,475400
28/02/05,Colorado,137700,172400,216700,293200,351300,225800
28/02/05,Connecticut,140700,196700,264300,399100,652900,288000
28/02/05,Delaware,132700,149400,187900,304400,357100,195600
28/02/05,DistrictofColumbia,318900,375900,331200,540700,1017500,365700
28/02/05,Florida,113800,153600,194600,285300,438100,200300
28/02/05,Georgia,137500,108300,138600,226900,337300,145700
28/02/05,Hawaii,251800,334200,445300,555900,635200,508200
28/02/05,Idaho,91800,102600,132300,164900,202000,138000
28/02/05,Illinois,159100,153900,171100,286300,377400,181200
28/02/05,Indiana,73000,84000,119000,167200,191500,116000
28/02/05,Iowa,76600,84200,111400,133500,,87900
28/02/05,Kansas,,,110300,,,
28/02/05,Kentucky,74800,92800,118700,190100,225900,112900
28/02/05,Louisiana,,,130900,,307900,
28/02/05,Maine,169100,195500,224400,279100,353900,209900
28/02/05,Maryland,171400,187200,238500,370600,511200,269900
28/02/05,Massachusetts,230900,280900,342900,470000,627300,362100
28/02/05,Michigan,105100,124400,159000,267300,267400,138500
28/02/05,Minnesota,139000,177600,211600,263000,333900,203400
28/02/05,Mississippi,,,91000,163300,168100,84400
28/02/05,Missouri,84600,104300,151700,250300,303400,143200
28/02/05,Montana,86800,108200,149900,164800,189700,141900
28/02/05,Nebraska,80100,89500,125100,184400,154400,119500
28/02/05,Nevada,,198000,270100,355300,473900,303800
28/02/05,NewHampshire,125500,192900,258500,332200,365300,256400
28/02/05,NewJersey,204400,247300,301700,417000,536600,330100
28/02/05,NewMexico,,112000,145100,192200,248200,168700
28/02/05,NewYork,146700,106400,126100,,331000,
28/02/05,NorthCarolina,89500,89800,131800,226200,287500,134100
28/02/05,NorthDakota,,104700,,155400,,119100
28/02/05,Ohio,69700,88500,124000,193600,215800,125000
28/02/05,Oklahoma,37300,44000,84000,151700,178500,79900
28/02/05,Oregon,142600,160200,196400,265000,304700,201200
28/02/05,Pennsylvania,95000,103400,133900,254700,251800,139500
28/02/05,RhodeIsland,193700,241100,284200,394700,509700,286500
28/02/05,SouthCarolina,107500,93100,131700,212400,,119700
28/02/05,SouthDakota,74300,105800,127000,150400,191900,126000
28/02/05,Tennessee,82300,77500,121000,208400,309300,103000
28/02/05,Texas,,,115100,181400,,121300
28/02/05,Utah,,129800,163800,187500,236800,177000
28/02/05,Vermont,171000,188000,238200,287900,319800,252400
28/02/05,Virginia,215400,157300,195300,354700,505600,207700
28/02/05,Washington,159600,183700,232600,310700,361200,235200
28/02/05,WestVirginia,,,76500,104900,114100,56200
28/02/05,Wisconsin,112200,124800,156500,195300,230400,148400
28/02/05,Wyoming,,,,176000,,158400
28/02/06,Alabama,97500,75500,126200,238300,335200,123000
28/02/06,Alaska,140000,184300,262100,341000,437600,266800
28/02/06,Arizona,150300,215400,254400,335400,498400,270200
28/02/06,Arkansas,78500,84100,126600,215800,329400,98600
28/02/06,California,340900,429800,504900,632600,803100,542800
28/02/06,Colorado,141000,174600,222400,306000,371600,233400
28/02/06,Connecticut,156000,217100,284700,425500,692700,310300
28/02/06,Delaware,146300,168300,217000,339600,399900,225400
28/02/06,DistrictofColumbia,344800,416100,387300,588600,1149700,425100
28/02/06,Florida,152000,199500,252100,360700,539400,257200
28/02/06,Georgia,140500,114400,144600,239900,363600,152800
28/02/06,Hawaii,307900,401000,539800,664800,767900,614800
28/02/06,Idaho,112300,124600,159200,202600,251400,166300
28/02/06,Illinois,167800,163500,181300,306900,403000,194000
28/02/06,Indiana,69900,81700,121200,170000,196500,118000
28/02/06,Iowa,79700,89200,117600,136400,,90400
28/02/06,Kansas,,,97400,,,
28/02/06,Kentucky,76500,94200,121200,194000,228400,115300
28/02/06,Louisiana,,,140100,,326000,
28/02/06,Maine,172900,202200,232700,288400,369200,220800
28/02/06,Maryland,203500,231000,287600,435800,596400,323100
28/02/06,Massachusetts,235300,288800,350200,480100,639100,368500
28/02/06,Michigan,106100,124600,159700,267000,269400,139600
28/02/06,Minnesota,144100,184500,220500,273600,350500,213000
28/02/06,Mississippi,,,89100,172100,176900,86000
28/02/06,Missouri,91500,109800,156300,258000,319800,149000
28/02/06,Montana,109500,125000,164300,182000,210500,155200
28/02/06,Nebraska,83200,93500,129500,191800,159900,123600
28/02/06,Nevada,,226500,300100,385400,521400,331200
28/02/06,NewHampshire,137000,205200,271100,350600,390500,269000
28/02/06,NewJersey,239300,277300,336800,458300,590800,368100
28/02/06,NewMexico,,124800,159600,215700,280200,184600
28/02/06,NewYork,155200,117300,135300,,371400,
28/02/06,NorthCarolina,98900,95400,139500,242400,310100,142000
28/02/06,NorthDakota,,113900,,164700,,128900
28/02/06,Ohio,71300,90000,126200,197800,220900,127400
28/02/06,Oklahoma,38700,46000,87800,159400,187900,83700
28/02/06,Oregon,171400,191300,238200,318100,360900,243400
28/02/06,Pennsylvania,107000,113700,147100,277300,277700,152000
28/02/06,RhodeIsland,200700,250200,293900,404500,531800,296300
28/02/06,SouthCarolina,147100,106700,141600,229100,,127100
28/02/06,SouthDakota,79900,115000,134500,158500,202400,133600
28/02/06,Tennessee,91800,83400,128600,221700,331400,111600
28/02/06,Texas,,,119100,187400,,125900
28/02/06,Utah,,145600,184600,212500,278400,199600
28/02/06,Vermont,181900,198300,245300,302100,342500,250000
28/02/06,Virginia,257600,184900,226500,410300,580100,239400
28/02/06,Washington,188600,219600,275400,368400,426300,278500
28/02/06,WestVirginia,,,80800,110300,117100,66800
28/02/06,Wisconsin,119900,132300,165800,207500,245400,156900
28/02/06,Wyoming,,,,194900,,170600
28/02/07,Alabama,101200,78200,132800,246600,350800,127600
28/02/07,Alaska,140000,195700,278400,367100,472000,281400
28/02/07,Arizona,152600,215200,250200,331600,503800,264200
28/02/07,Arkansas,83700,90400,132900,224300,344700,102400
28/02/07,California,333200,425100,497400,615800,789800,532500
28/02/07,Colorado,142200,173700,224100,310100,379700,235700
28/02/07,Connecticut,159900,219400,285600,420200,706500,311000
28/02/07,Delaware,153400,174400,224200,346700,409700,232600
28/02/07,DistrictofColumbia,327700,400200,396200,596600,1120400,429900
28/02/07,Florida,153400,196400,250000,358300,548900,255200
28/02/07,Georgia,143200,116600,146700,246400,376800,155800
28/02/07,Hawaii,315200,409600,549300,668400,789900,622600
28/02/07,Idaho,132400,145000,186100,238800,297700,193000
28/02/07,Illinois,169000,166300,186100,313800,416700,201300
28/02/07,Indiana,65700,78100,119900,170700,197800,116500
28/02/07,Iowa,76900,85800,115600,134400,,87300
28/02/07,Kansas,,,98900,,,
28/02/07,Kentucky,77300,95700,122000,196300,229000,116000
28/02/07,Louisiana,,,147700,,338300,
28/02/07,Maine,169000,194900,223500,277400,351900,211100
28/02/07,Maryland,211400,239900,299500,442400,604800,335000
28/02/07,Massachusetts,224200,274100,332100,460100,615300,350200
28/02/07,Michigan,101000,118000,152100,251600,260000,134900
28/02/07,Minnesota,144300,181100,218200,271600,348800,211600
28/02/07,Mississippi,,,100900,177100,182700,94900
28/02/07,Missouri,93900,113400,159000,263800,331400,152200
28/02/07,Montana,107500,129500,177100,194300,224500,168200
28/02/07,Nebraska,81900,93100,129500,189100,162800,124100
28/02/07,Nevada,,224600,288200,369400,510200,318600
28/02/07,NewHampshire,138100,202300,263200,339000,380600,261700
28/02/07,NewJersey,245000,276400,335400,457000,599900,368700
28/02/07,NewMexico,,137900,172900,242600,323600,188900
28/02/07,NewYork,167500,127400,149600,,415100,
28/02/07,NorthCarolina,109000,99000,145300,256800,327600,147800
28/02/07,NorthDakota,,109700,,166900,,129700
28/02/07,Ohio,70500,89200,125000,196800,219000,126300
28/02/07,Oklahoma,39400,46700,89100,162200,189800,84600
28/02/07,Oregon,190300,211400,259500,347100,394900,265100
28/02/07,Pennsylvania,112900,119000,152800,285400,285000,158000
28/02/07,RhodeIsland,202600,242600,286300,391800,519800,289300
28/02/07,SouthCarolina,150700,114600,147300,238400,,132100
28/02/07,SouthDakota,82900,117300,137000,160700,211700,136700
28/02/07,Tennessee,103000,87600,134300,233100,349600,117700
28/02/07,Texas,,,124500,196700,,131900
28/02/07,Utah,,173600,227500,264400,346800,245800
28/02/07,Vermont,176100,197400,236700,292600,328000,233000
28/02/07,Virginia,237300,193900,236900,406700,571000,249200
28/02/07,Washington,215700,245500,302200,400800,470100,304600
28/02/07,WestVirginia,,,80900,117100,123700,61500
28/02/07,Wisconsin,118100,132200,165600,207600,243100,157500
28/02/07,Wyoming,,,,208900,,178500
28/02/09,Alabama,100300,78300,129000,238800,344500,132900
28/02/09,Alaska,148900,188500,268600,344800,441300,274600
28/02/09,Arizona,119900,170500,188300,247100,366300,200900
28/02/09,Arkansas,86200,90600,127700,216800,334600,105100
28/02/09,California,246400,299200,343500,447200,606200,372800
28/02/09,Colorado,137300,159300,212100,297000,371400,225300
28/02/09,Connecticut,145500,197900,258000,385600,647000,281000
28/02/09,Delaware,143900,166100,209300,311400,376100,221400
28/02/09,DistrictofColumbia,311200,371000,346800,543300,1101800,372900
28/02/09,Florida,93900,124200,170300,255300,399600,177600
28/02/09,Georgia,127500,104300,132400,225000,341000,143700
28/02/09,Hawaii,282900,364000,483800,618300,743400,566000
28/02/09,Idaho,141000,144200,170600,217300,269600,182300
28/02/09,Illinois,146700,146900,172500,281100,381400,182000
28/02/09,Indiana,64100,74300,116700,168900,198700,113400
28/02/09,Iowa,82600,93300,122600,146500,,105000
28/02/09,Kansas,68400,76900,122500,,,117800
28/02/09,Kentucky,76800,98500,123700,199000,239500,119300
28/02/09,Louisiana,,,131700,,314700,
28/02/09,Maine,151100,177300,203000,254400,334200,193900
28/02/09,Maryland,180700,205900,253300,365700,509400,282600
28/02/09,Massachusetts,202700,235800,292700,414500,569500,311300
28/02/09,Michigan,77000,86900,117700,196500,215700,110100
28/02/09,Minnesota,124300,156200,189900,241400,312900,188100
28/02/09,Mississippi,,,122800,202800,228600,117100
28/02/09,Missouri,90500,103800,147200,245700,315800,145800
28/02/09,Montana,146400,160800,206300,230300,273000,201200
28/02/09,Nebraska,75900,90600,126200,188000,165600,121800
28/02/09,Nevada,,139500,185600,243300,334200,210800
28/02/09,NewHampshire,125400,176700,233200,303000,353600,231500
28/02/09,NewJersey,221200,244700,296700,411300,548800,323400
28/02/09,NewMexico,,145000,171100,248400,342000,193900
28/02/09,NewYork,160800,127400,145600,235900,359200,268000
28/02/09,NorthCarolina,113000,102800,145600,254800,325700,149900
28/02/09,NorthDakota,,138000,,170000,,144900
28/02/09,Ohio,66200,81400,114900,183800,208700,116800
28/02/09,Oklahoma,42200,48700,94100,166900,200800,88200
28/02/09,Oregon,179900,195300,231500,314000,368700,240400
28/02/09,Pennsylvania,112500,119800,151800,272500,278900,160000
28/02/09,RhodeIsland,168200,200400,237800,339100,447200,241600
28/02/09,SouthCarolina,113800,106000,140800,229000,,131400
28/02/09,SouthDakota,91100,121700,143200,169800,221000,145900
28/02/09,Tennessee,108200,86400,129600,223300,334500,118400
28/02/09,Texas,,,119100,196300,,131700
28/02/09,Utah,,186700,234600,276300,350300,256000
28/02/09,Vermont,157800,185900,229800,293600,345300,216200
28/02/09,Virginia,200600,171500,211500,343500,495200,229100
28/02/09,Washington,204800,226700,269900,358200,429900,275600
28/02/09,WestVirginia,,,97900,135000,154900,82100
28/02/09,Wisconsin,111500,123100,155800,198300,232900,158100
28/02/09,Wyoming,,,,238300,,207100
28/02/10,Alabama,89300,77200,123200,228500,332000,119900
28/02/10,Alaska,128200,175100,250000,314500,414300,252900
28/02/10,Arizona,94500,138400,148500,199900,310100,166100
28/02/10,Arkansas,83300,87200,126700,216700,335500,105700
28/02/10,California,220300,273500,315100,414200,565800,341300
28/02/10,Colorado,138500,161800,213700,300200,371100,226800
28/02/10,Connecticut,142400,189500,251000,373300,597000,272900
28/02/10,Delaware,136900,163400,200500,296500,350200,207700
28/02/10,DistrictofColumbia,316700,382600,339700,556600,1123600,369400
28/02/10,Florida,70400,103100,147800,227600,373100,155400
28/02/10,Georgia,112300,96500,124500,211300,319500,134800
28/02/10,Hawaii,279800,345900,446500,592300,708800,538100
28/02/10,Idaho,128400,126200,150100,186700,231700,159100
28/02/10,Illinois,134100,134700,160700,261500,355600,164200
28/02/10,Indiana,62400,72400,115200,165700,196100,112200
28/02/10,Iowa,77600,89900,130100,167500,,113200
28/02/10,Kansas,50800,66300,120600,,,117000
28/02/10,Kentucky,78500,94600,123600,200200,243200,119000
28/02/10,Louisiana,,,128400,,331200,
28/02/10,Maine,152100,164800,195000,243200,298800,178400
28/02/10,Maryland,169200,192200,235600,349300,483500,263200
28/02/10,Massachusetts,199600,231900,289200,410900,564300,308400
28/02/10,Michigan,68300,74900,106500,183700,201000,96300
28/02/10,Minnesota,110900,141800,174400,225700,292000,170800
28/02/10,Mississippi,,,133700,231100,250700,119400
28/02/10,Missouri,84200,95000,137600,234400,279500,137000
28/02/10,Montana,139500,152500,186600,210200,250300,181200
28/02/10,Nebraska,72300,89600,130300,197800,174600,125500
28/02/10,Nevada,,95500,139600,190700,272000,163300
28/02/10,NewHampshire,115500,166400,224800,292300,328700,225400
28/02/10,NewJersey,199900,228600,281100,386900,508000,301500
28/02/10,NewMexico,,128500,160300,234400,313200,177100
28/02/10,NewYork,155200,125200,140700,224700,336300,243800
28/02/10,NorthCarolina,104200,99700,142000,248200,320000,144700
28/02/10,NorthDakota,,140800,,192900,239700,164900
28/02/10,Ohio,65700,79600,111900,179100,205800,113900
28/02/10,Oklahoma,46100,52400,100100,174700,220900,95000
28/02/10,Oregon,170000,182200,215500,290700,340700,223800
28/02/10,Pennsylvania,112800,122200,152500,268900,276900,157800
28/02/10,RhodeIsland,159500,189700,227800,321500,440800,230500
28/02/10,SouthCarolina,93100,101400,139900,231400,,129200
28/02/10,SouthDakota,86600,123900,140300,167500,216700,140100
28/02/10,Tennessee,104400,88600,125900,214500,324300,117100
28/02/10,Texas,,,115800,189500,,126300
28/02/10,UnitedStates,,,,,,
28/02/10,Utah,,155600,194700,223300,280500,211600
28/02/10,Vermont,149500,176600,211000,261100,304900,199700
28/02/10,Virginia,190100,160400,199100,329700,479300,216800
28/02/10,Washington,185300,206400,247800,329500,403100,253800
28/02/10,WestVirginia,,,103000,140800,163000,90800
28/02/10,Wisconsin,107400,118300,150700,191500,222100,151300
28/02/10,Wyoming,,,,250000,,200900
28/02/11,Alabama,91100,73700,117700,219800,318700,116100
28/02/11,Alaska,124200,175200,250800,318500,414600,254900
28/02/11,Arizona,75800,120800,128800,177500,284700,148500
28/02/11,Arkansas,83200,82000,121800,211200,322900,104400
28/02/11,California,200000,257200,302700,396200,539700,327500
28/02/11,Colorado,130700,154600,205300,290100,356800,218400
28/02/11,Connecticut,132300,179100,237000,359000,575100,258000
28/02/11,Delaware,127400,152300,189800,283300,345700,198200
28/02/11,DistrictofColumbia,321400,377300,342500,559200,1087500,357600
28/02/11,Florida,57200,88800,133100,209600,341400,140300
28/02/11,Georgia,96700,84100,111500,191500,292000,121500
28/02/11,Hawaii,279700,338700,444400,597800,710900,534500
28/02/11,Idaho,122800,115700,135600,171000,214300,147800
28/02/11,Illinois,117800,118600,149800,243000,332300,151500
28/02/11,Indiana,61400,71100,114500,165200,197500,111400
28/02/11,Iowa,76400,89500,128600,164800,196900,112600
28/02/11,Kansas,52400,67400,118600,,,113900
28/02/11,Kentucky,77600,94600,122900,198200,240800,118800
28/02/11,Louisiana,,,126900,,323800,
28/02/11,Maine,153800,169500,198700,244900,319300,179200
28/02/11,Maryland,149200,171600,216500,329800,456300,244200
28/02/11,Massachusetts,197700,226100,280400,402300,554400,299600
28/02/11,Michigan,60500,66300,100900,179700,198400,89800
28/02/11,Minnesota,106000,133600,162300,211700,278800,160100
28/02/11,Mississippi,,,117500,206100,232200,111200
28/02/11,Missouri,76000,88200,130900,226700,272100,130800
28/02/11,Montana,136900,149900,184500,208100,249600,179100
28/02/11,Nebraska,66800,85200,121900,191300,171300,118700
28/02/11,Nevada,,84500,127600,175000,253300,149800
28/02/11,NewHampshire,111600,159500,212800,281600,319000,214000
28/02/11,NewJersey,184600,213900,264900,369700,490200,284700
28/02/11,NewMexico,,123900,154600,228600,302900,167300
28/02/11,NewYork,150600,121700,138300,216900,320900,230900
28/02/11,NorthCarolina,97800,94600,135900,236700,305100,139300
28/02/11,NorthDakota,,142900,163900,194900,244600,164100
28/02/11,Ohio,62000,74700,107300,173200,200500,109200
28/02/11,Oklahoma,46200,53600,100400,173000,218300,95400
28/02/11,Oregon,153100,167000,198400,270800,316300,206400
28/02/11,Pennsylvania,107300,117500,146700,258700,269000,152200
28/02/11,RhodeIsland,147700,177500,217800,312200,422900,220500
28/02/11,SouthCarolina,80800,93300,134200,222400,,124500
28/02/11,SouthDakota,87200,120800,139200,164500,218000,139500
28/02/11,Tennessee,92100,82900,120100,208100,317300,113700
28/02/11,Texas,,,113400,188000,,124600
28/02/11,UnitedStates,,,,,,
28/02/11,Utah,,141700,177900,207900,264200,195600
28/02/11,Vermont,161100,176300,216200,277300,317600,204600
28/02/11,Virginia,180500,149700,189800,318400,463800,206500
28/02/11,Washington,167700,185300,227500,305800,370400,234200
28/02/11,WestVirginia,,,101000,136500,161200,88600
28/02/11,Wisconsin,98300,110200,143300,183600,216700,147200
28/02/11,Wyoming,,,,248300,324000,202000
28/02/13,Alabama,88100,69300,115700,218100,314000,115400
28/02/13,Alaska,121700,176700,254700,325800,418000,257700
28/02/13,Arizona,78400,129800,150200,210300,331300,167700
28/02/13,Arkansas,81800,81600,124700,217000,328500,106100
28/02/13,California,201500,270100,319400,415200,569000,344900
28/02/13,Colorado,131800,161300,217100,306500,373900,230500
28/02/13,Connecticut,118300,165900,226600,351200,562800,247000
28/02/13,Delaware,123100,143700,179100,281100,340400,186700
28/02/13,DistrictofColumbia,334400,409000,383700,628100,1171700,399000
28/02/13,Florida,64500,89900,138200,224800,360000,146100
28/02/13,Georgia,82200,74800,104800,195700,298700,118000
28/02/13,Hawaii,287300,344200,460100,619600,724600,554000
28/02/13,Idaho,103500,109000,135400,174000,214800,145800
28/02/13,Illinois,91100,100800,141100,234800,320000,142200
28/02/13,Indiana,61700,70100,112700,164800,195300,110100
28/02/13,Iowa,76600,89400,131200,171700,209400,114400
28/02/13,Kansas,50200,64600,115000,,,110500
28/02/13,Kentucky,74300,93800,123200,198100,240300,118200
28/02/13,Louisiana,63600,,127700,,329900,
28/02/13,Maine,159800,175500,202100,245000,318200,181100
28/02/13,Maryland,139500,162800,214300,332400,459900,240300
28/02/13,Massachusetts,200900,224000,280500,409800,568200,302500
28/02/13,Michigan,63400,71200,108300,208000,218000,92800
28/02/13,Minnesota,97300,131900,165400,222000,290200,162900
28/02/13,Mississippi,,,111300,198100,227000,107500
28/02/13,Missouri,67100,79500,126700,223800,267200,123100
28/02/13,Montana,129300,141700,179600,205600,250500,174700
28/02/13,Nebraska,70300,88300,127700,197900,180100,124000
28/02/13,Nevada,,89300,136200,184200,268900,157700
28/02/13,NewHampshire,101800,156100,212700,282200,327000,213700
